"Time (s)","Illuminance (lx)"
6.774126012E2,9.400000000E1
6.776126003E2,9.300000000E1
6.834126088E2,9.200000000E1
6.846126009E2,9.300000000E1
6.854126009E2,9.200000000E1
6.880126006E2,9.300000000E1
6.906126543E2,9.200000000E1
6.910126129E2,9.300000000E1
6.920126085E2,9.200000000E1
6.930126012E2,9.300000000E1
6.932126087E2,9.200000000E1
6.974126085E2,9.300000000E1
6.998126015E2,9.400000000E1
7.002126003E2,9.500000000E1
7.006126009E2,9.400000000E1
7.010126113E2,9.500000000E1
7.016126095E2,9.400000000E1
7.018126004E2,9.300000000E1
7.020126007E2,9.400000000E1
7.022126007E2,9.700000000E1
7.024126006E2,9.800000000E1
7.026126004E2,9.900000000E1
7.036126006E2,9.800000000E1
7.050126534E2,9.900000000E1
7.062126012E2,1.000000000E2
7.066126017E2,1.010000000E2
7.090126088E2,1.000000000E2
7.094126004E2,9.900000000E1
7.096126090E2,9.800000000E1
7.098126004E2,9.700000000E1
7.100126008E2,9.500000000E1
7.102126088E2,9.400000000E1
7.104126009E2,9.300000000E1
7.108126014E2,9.400000000E1
7.122126012E2,9.600000000E1
7.124126088E2,9.700000000E1
7.126126012E2,9.800000000E1
7.128126011E2,9.700000000E1
7.132126097E2,9.600000000E1
7.142125892E2,9.100000000E1
7.144125972E2,8.300000000E1
7.146126097E2,8.000000000E1
7.150126094E2,7.900000000E1
7.154126011E2,8.000000000E1
7.158126013E2,7.700000000E1
7.160126094E2,6.600000000E1
7.162126021E2,5.700000000E1
7.164126014E2,5.600000000E1
7.166126094E2,5.500000000E1
7.174126019E2,5.600000000E1
7.176125857E2,5.200000000E1
7.178126173E2,4.300000000E1
7.180126013E2,3.800000000E1
7.184126019E2,3.700000000E1
7.196126100E2,3.400000000E1
7.198126013E2,2.600000000E1
7.200126017E2,2.100000000E1
7.202126013E2,2.000000000E1
7.204126021E2,1.900000000E1
7.218126494E2,2.000000000E1
7.222126507E2,2.100000000E1
7.228126029E2,1.800000000E1
7.230126011E2,1.400000000E1
7.232126021E2,1.200000000E1
7.242125949E2,1.300000000E1
7.246126013E2,1.200000000E1
7.248126095E2,9.000000000E0
7.250126016E2,8.000000000E0
7.252126095E2,7.000000000E0
7.254126013E2,8.000000000E0
7.258126019E2,7.000000000E0
7.274126026E2,6.000000000E0
7.276126000E2,4.000000000E0
7.278126011E2,3.000000000E0
7.298126095E2,2.000000000E0
7.300126020E2,1.000000000E0
7.316126092E2,2.000000000E0
7.318126095E2,1.000000000E0
7.358126014E2,0.000000000E0
7.366126011E2,1.000000000E0
7.400126509E2,2.000000000E0
7.438126013E2,1.000000000E0
7.440126019E2,2.000000000E0
7.450126019E2,1.000000000E0
7.456126095E2,1.500000000E1
7.458126019E2,6.500000000E1
7.460126097E2,1.020000000E2
7.464126095E2,1.030000000E2
7.466126017E2,1.040000000E2
7.468126095E2,1.050000000E2
7.482126094E2,1.060000000E2
7.484126094E2,1.070000000E2
7.510126004E2,1.080000000E2
7.522126019E2,1.070000000E2
7.534126016E2,1.080000000E2
7.540126017E2,1.070000000E2
7.542125838E2,1.080000000E2
7.558126013E2,1.070000000E2
7.562126013E2,1.080000000E2
7.568126032E2,1.070000000E2
7.572125947E2,1.080000000E2
7.582126009E2,1.070000000E2
7.588126032E2,1.080000000E2
7.598126011E2,1.070000000E2
7.660126019E2,1.080000000E2
7.666126094E2,1.070000000E2
7.674126099E2,1.060000000E2
7.678126017E2,1.070000000E2
7.748126106E2,1.080000000E2
7.756126025E2,1.070000000E2
7.784126522E2,1.060000000E2
7.788126456E2,1.070000000E2
7.798125944E2,1.060000000E2
7.822126031E2,1.070000000E2
7.826126104E2,1.060000000E2
7.830125859E2,1.050000000E2
7.840126034E2,1.060000000E2
7.842126024E2,1.050000000E2
7.854126545E2,1.060000000E2
7.860131017E2,1.050000000E2
7.866126025E2,1.060000000E2
7.870126110E2,1.070000000E2
7.874126031E2,1.060000000E2
7.876126023E2,1.070000000E2
7.880126106E2,1.060000000E2
7.882126029E2,1.070000000E2
7.884126104E2,1.060000000E2
7.886126031E2,1.050000000E2
7.892126109E2,1.060000000E2
7.896126041E2,1.050000000E2
7.898126109E2,1.060000000E2
7.900126104E2,1.050000000E2
7.902126026E2,1.060000000E2
7.904126031E2,1.070000000E2
7.906126109E2,1.060000000E2
7.910126107E2,1.040000000E2
7.912126112E2,6.300000000E1
7.914126031E2,1.200000000E1
7.916126024E2,1.000000000E0
