Time (s),Illuminance (lx)
1.11E+03,1.68E+02
1.11E+03,1.45E+02
1.11E+03,1.24E+02
1.11E+03,1.22E+02
1.11E+03,1.20E+02
1.11E+03,1.18E+02
1.11E+03,1.09E+02
1.11E+03,9.90E+01
1.11E+03,9.70E+01
1.11E+03,9.80E+01
1.11E+03,9.90E+01
1.12E+03,9.80E+01
1.12E+03,9.70E+01
1.12E+03,9.50E+01
1.12E+03,9.40E+01
1.12E+03,9.30E+01
1.12E+03,9.40E+01
1.12E+03,9.50E+01
1.12E+03,9.60E+01
1.12E+03,9.70E+01
1.12E+03,9.80E+01
1.12E+03,9.90E+01
1.12E+03,1.00E+02
1.12E+03,1.01E+02
1.12E+03,1.02E+02
1.12E+03,1.04E+02
1.12E+03,1.06E+02
1.12E+03,1.07E+02
1.12E+03,9.80E+01
1.12E+03,7.10E+01
1.12E+03,5.30E+01
1.12E+03,5.20E+01
1.12E+03,4.90E+01
1.12E+03,4.80E+01
1.12E+03,4.70E+01
1.12E+03,4.60E+01
1.12E+03,4.50E+01
1.13E+03,4.40E+01
1.13E+03,4.30E+01
1.13E+03,4.40E+01
1.13E+03,4.30E+01
1.13E+03,4.20E+01
1.13E+03,4.30E+01
1.13E+03,4.40E+01
1.13E+03,4.30E+01
1.13E+03,4.20E+01
1.13E+03,4.30E+01
1.13E+03,4.40E+01
1.13E+03,4.30E+01
1.14E+03,4.40E+01
1.14E+03,4.50E+01
1.14E+03,4.60E+01
1.14E+03,4.70E+01
1.14E+03,4.90E+01
1.14E+03,5.00E+01
1.14E+03,5.20E+01
1.14E+03,5.50E+01
1.14E+03,5.70E+01
1.14E+03,5.80E+01
1.14E+03,6.00E+01
1.14E+03,6.20E+01
1.14E+03,6.40E+01
1.14E+03,6.60E+01
1.14E+03,6.80E+01
1.14E+03,6.90E+01
1.14E+03,7.00E+01
1.14E+03,5.70E+01
1.14E+03,4.20E+01
1.14E+03,3.60E+01
1.14E+03,3.30E+01
1.14E+03,3.20E+01
1.14E+03,3.00E+01
1.14E+03,2.80E+01
1.14E+03,2.40E+01
1.14E+03,2.00E+01
1.14E+03,1.80E+01
1.14E+03,1.70E+01
1.14E+03,1.90E+01
1.14E+03,2.20E+01
1.14E+03,2.40E+01
1.14E+03,2.70E+01
1.14E+03,2.80E+01
1.14E+03,2.90E+01
1.14E+03,3.00E+01
1.14E+03,3.20E+01
1.15E+03,3.10E+01
1.15E+03,3.20E+01
1.15E+03,3.30E+01
1.15E+03,3.40E+01
1.15E+03,3.20E+01
1.15E+03,3.10E+01
1.15E+03,3.00E+01
1.15E+03,3.10E+01
1.15E+03,3.20E+01
1.15E+03,3.10E+01
1.15E+03,2.90E+01
1.15E+03,2.30E+01
1.15E+03,2.00E+01
1.15E+03,1.90E+01
1.15E+03,1.80E+01
1.15E+03,1.70E+01
1.16E+03,1.60E+01
1.16E+03,1.70E+01
1.16E+03,1.80E+01
1.16E+03,1.70E+01
1.16E+03,1.60E+01
1.16E+03,1.50E+01
1.16E+03,1.60E+01
1.16E+03,1.70E+01
1.16E+03,1.90E+01
1.16E+03,2.00E+01
1.16E+03,2.20E+01
1.16E+03,2.50E+01
1.16E+03,2.70E+01
1.16E+03,2.80E+01
1.16E+03,2.70E+01
1.16E+03,2.60E+01
1.16E+03,1.80E+01
1.16E+03,6.00E+00
1.16E+03,3.00E+00
1.17E+03,4.00E+00
1.17E+03,3.00E+00
1.17E+03,2.00E+00
1.17E+03,3.00E+00
1.17E+03,4.00E+00
1.17E+03,5.00E+00
1.17E+03,4.00E+00
1.17E+03,3.00E+00
1.17E+03,2.00E+00
1.18E+03,3.00E+00
1.18E+03,5.00E+00
1.18E+03,7.00E+00
1.18E+03,9.00E+00
1.18E+03,6.00E+00
1.18E+03,3.00E+00
1.18E+03,2.00E+00
1.18E+03,1.00E+00
1.18E+03,2.00E+00
1.18E+03,3.00E+00
1.18E+03,4.00E+00
1.18E+03,5.00E+00
1.18E+03,4.00E+00
1.18E+03,3.00E+00
1.18E+03,2.00E+00
1.18E+03,1.00E+00
