"Time (s)","Illuminance (lx)"
5.557512671E1,3.270000000E2
5.597512645E1,3.260000000E2
5.617512931E1,3.250000000E2
5.717508364E1,3.240000000E2
5.737507791E1,3.250000000E2
5.757507275E1,3.260000000E2
5.817508364E1,3.250000000E2
5.857508436E1,3.240000000E2
6.057508436E1,3.230000000E2
6.077508390E1,3.220000000E2
6.097508577E1,3.210000000E2
6.117507666E1,3.220000000E2
6.177508421E1,3.210000000E2
6.197509197E1,3.200000000E2
6.237508390E1,3.210000000E2
6.277513166E1,3.220000000E2
6.317512598E1,3.210000000E2
6.337512692E1,3.220000000E2
6.357512822E1,3.210000000E2
6.437508462E1,3.220000000E2
6.477506910E1,3.210000000E2
6.497507738E1,3.220000000E2
6.517508343E1,3.210000000E2
6.557509197E1,3.200000000E2
6.577508541E1,3.190000000E2
6.657509223E1,3.180000000E2
6.697508364E1,3.190000000E2
6.757508452E1,3.180000000E2
6.817509223E1,3.190000000E2
6.997508364E1,3.180000000E2
7.017508369E1,3.170000000E2
7.037508390E1,3.160000000E2
7.097508390E1,3.150000000E2
7.177508421E1,3.160000000E2
7.197508364E1,3.170000000E2
7.217507697E1,3.190000000E2
7.237507666E1,3.200000000E2
7.257508384E1,3.210000000E2
7.297509249E1,3.220000000E2
7.317508390E1,3.230000000E2
7.357508416E1,3.240000000E2
7.377509223E1,3.250000000E2
7.397508364E1,3.240000000E2
7.517509770E1,3.250000000E2
7.557515988E1,3.240000000E2
7.577507494E1,3.250000000E2
7.597507166E1,3.240000000E2
7.617508364E1,3.230000000E2
7.637508337E1,3.240000000E2
7.677508364E1,3.250000000E2
7.737508462E1,3.240000000E2
7.777508468E1,3.230000000E2
7.797509218E1,3.220000000E2
7.857508332E1,3.210000000E2
7.877508514E1,3.190000000E2
7.957506884E1,3.200000000E2
7.977507770E1,3.210000000E2
7.997508598E1,3.220000000E2
8.157508421E1,3.210000000E2
8.257509988E1,3.200000000E2
8.337509978E1,3.210000000E2
8.357509223E1,3.200000000E2
8.417509171E1,3.190000000E2
8.437508395E1,3.180000000E2
8.457508390E1,3.190000000E2
8.617509197E1,3.200000000E2
8.657508395E1,3.190000000E2
8.677507744E1,3.180000000E2
8.757508436E1,3.190000000E2
8.797508137E1,3.180000000E2
8.857508398E1,3.170000000E2
8.877508450E1,3.180000000E2
8.897509257E1,3.170000000E2
8.917508445E1,3.150000000E2
8.937509200E1,3.140000000E2
8.977508403E1,3.130000000E2
8.997508632E1,3.120000000E2
9.017508398E1,3.110000000E2
9.277513325E1,3.100000000E2
9.317513408E1,3.110000000E2
9.397507325E1,3.120000000E2
9.417508366E1,3.110000000E2
9.437508398E1,3.120000000E2
9.457508346E1,3.110000000E2
9.537509252E1,3.100000000E2
9.557509205E1,3.090000000E2
9.577508372E1,3.100000000E2
9.597508372E1,3.080000000E2
9.637508450E1,3.070000000E2
9.657509205E1,3.040000000E2
9.677508377E1,3.020000000E2
9.697508476E1,3.010000000E2
9.717509231E1,3.000000000E2
9.817509200E1,3.010000000E2
9.897508450E1,3.020000000E2
9.917508398E1,3.030000000E2
9.937508424E1,3.020000000E2
9.957509179E1,3.030000000E2
1.001750834E2,3.020000000E2
1.009750767E2,3.030000000E2
1.011750774E2,3.020000000E2
1.023750842E2,3.010000000E2
1.025750840E2,3.000000000E2
1.027750845E2,3.010000000E2
1.029750928E2,3.000000000E2
1.031750845E2,3.010000000E2
1.033750839E2,3.000000000E2
1.037750926E2,3.010000000E2
1.039750922E2,3.000000000E2
1.045750804E2,3.010000000E2
1.053751289E2,3.000000000E2
1.057750921E2,2.990000000E2
1.061750920E2,3.000000000E2
1.067750844E2,2.990000000E2
1.081750677E2,2.980000000E2
1.085750921E2,2.990000000E2
1.091750835E2,2.980000000E2
1.095750921E2,2.970000000E2
1.099750837E2,2.960000000E2
1.101750840E2,2.970000000E2
1.105750848E2,2.960000000E2
1.121750837E2,2.950000000E2
1.123750923E2,2.940000000E2
1.131750920E2,2.950000000E2
1.143750898E2,2.940000000E2
1.153750855E2,2.950000000E2
1.155750845E2,2.960000000E2
1.157750858E2,2.980000000E2
1.163750839E2,2.960000000E2
1.165750840E2,2.950000000E2
1.167750837E2,2.940000000E2
1.169750842E2,2.930000000E2
1.173751046E2,2.920000000E2
1.175750837E2,2.930000000E2
1.187750923E2,2.920000000E2
1.189750842E2,2.930000000E2
1.201751289E2,2.940000000E2
1.203751317E2,2.930000000E2
1.205751330E2,2.920000000E2
1.207751312E2,2.930000000E2
1.209751307E2,2.920000000E2
1.215750840E2,2.910000000E2
1.219750677E2,2.920000000E2
1.223750837E2,2.930000000E2
1.225750837E2,2.920000000E2
1.231750845E2,2.910000000E2
1.233750923E2,2.920000000E2
1.241750949E2,2.910000000E2
1.251750845E2,2.920000000E2
1.253750920E2,2.930000000E2
1.257750844E2,2.940000000E2
1.261750845E2,2.930000000E2
1.263750923E2,2.940000000E2
1.267750921E2,2.950000000E2
1.269750845E2,2.960000000E2
1.277750923E2,2.970000000E2
1.279750923E2,2.960000000E2
1.281750921E2,2.970000000E2
1.285750920E2,2.960000000E2
1.287750840E2,2.930000000E2
1.289750685E2,2.910000000E2
1.297750926E2,2.920000000E2
1.299750835E2,2.950000000E2
1.301750845E2,2.980000000E2
1.303750920E2,2.990000000E2
1.311750837E2,3.000000000E2
1.317750926E2,3.010000000E2
1.319750840E2,3.000000000E2
1.323750923E2,2.990000000E2
1.327750996E2,3.010000000E2
1.329750842E2,3.020000000E2
1.331750855E2,3.010000000E2
1.333750839E2,2.970000000E2
1.335750848E2,2.950000000E2
1.337750840E2,2.940000000E2
1.339750926E2,2.930000000E2
1.341750838E2,2.920000000E2
1.343750842E2,2.910000000E2
1.345750840E2,2.900000000E2
1.353750923E2,2.910000000E2
1.355750840E2,2.920000000E2
1.363750839E2,2.930000000E2
1.371751334E2,2.920000000E2
1.381751330E2,2.910000000E2
1.383751374E2,2.900000000E2
1.385751319E2,2.890000000E2
1.391750931E2,2.900000000E2
1.393751140E2,2.910000000E2
1.395750772E2,2.900000000E2
1.399750845E2,2.890000000E2
1.405750920E2,2.900000000E2
1.411750920E2,2.910000000E2
1.413750837E2,2.900000000E2
1.417750845E2,2.910000000E2
1.425750845E2,2.900000000E2
1.433750923E2,2.890000000E2
1.441750837E2,2.900000000E2
1.449750845E2,2.890000000E2
1.455750837E2,2.880000000E2
1.457750926E2,2.870000000E2
1.459750835E2,2.880000000E2
1.463750690E2,2.890000000E2
1.465750885E2,2.900000000E2
1.467750840E2,2.910000000E2
1.473750848E2,2.900000000E2
1.475750842E2,2.890000000E2
1.477750859E2,2.880000000E2
1.483750841E2,2.890000000E2
1.487750841E2,2.900000000E2
1.497750849E2,2.890000000E2
1.503750844E2,2.880000000E2
1.513751409E2,2.870000000E2
1.515751340E2,2.880000000E2
1.517751358E2,2.870000000E2
1.523751288E2,2.880000000E2
1.537750924E2,2.870000000E2
1.539750838E2,2.880000000E2
1.541750924E2,2.870000000E2
1.547750924E2,2.860000000E2
1.555750849E2,2.850000000E2
1.557750924E2,2.710000000E2
1.559750847E2,2.470000000E2
1.561750924E2,2.370000000E2
1.563750922E2,2.310000000E2
1.565750838E2,2.230000000E2
1.567750677E2,2.200000000E2
1.569750680E2,2.190000000E2
1.573750843E2,2.220000000E2
1.575750922E2,2.280000000E2
1.577750847E2,2.360000000E2
1.579750922E2,2.400000000E2
1.581750846E2,2.410000000E2
1.585750838E2,2.400000000E2
1.587750922E2,2.410000000E2
1.589750846E2,2.400000000E2
1.593750844E2,2.390000000E2
1.595750924E2,2.370000000E2
1.598550922E2,2.270000000E2
1.600550925E2,2.100000000E2
1.602550849E2,1.980000000E2
1.604550839E2,1.960000000E2
1.606550846E2,1.950000000E2
1.610550839E2,1.960000000E2
1.612550841E2,1.970000000E2
1.614550839E2,1.980000000E2
1.616550773E2,2.000000000E2
1.618550694E2,2.010000000E2
1.622550920E2,1.980000000E2
1.624550849E2,1.950000000E2
1.628550846E2,1.970000000E2
1.630550922E2,1.990000000E2
1.632550846E2,2.000000000E2
1.634550842E2,2.010000000E2
1.636750846E2,2.040000000E2
1.638750921E2,2.120000000E2
1.640750849E2,2.270000000E2
1.642750928E2,2.390000000E2
1.644750846E2,2.460000000E2
1.646750921E2,2.500000000E2
1.648750839E2,2.510000000E2
1.650750924E2,2.500000000E2
1.654750834E2,2.490000000E2
1.656750766E2,2.480000000E2
1.658750922E2,2.470000000E2
1.663550974E2,2.320000000E2
1.665550976E2,2.030000000E2
1.667554468E2,1.800000000E2
1.669550697E2,1.580000000E2
1.671550844E2,1.360000000E2
1.673950849E2,1.290000000E2
1.675950781E2,1.120000000E2
1.677950700E2,9.200000000E1
1.679950841E2,8.100000000E1
1.681950842E2,5.700000000E1
1.683950921E2,3.500000000E1
1.685950846E2,3.000000000E1
1.687950838E2,2.400000000E1
1.689950860E2,1.300000000E1
1.691950841E2,4.000000000E0
1.693950846E2,2.000000000E0
1.695950924E2,1.000000000E0
1.725950924E2,2.000000000E0
1.727950846E2,1.000000000E0
1.780550924E2,6.700000000E1
1.782550847E2,1.970000000E2
1.784550836E2,2.630000000E2
1.786550930E2,2.620000000E2
1.788550844E2,2.630000000E2
1.794550770E2,2.640000000E2
1.798550844E2,2.650000000E2
1.800551152E2,2.670000000E2
1.802551340E2,2.690000000E2
1.804551376E2,2.700000000E2
1.806551259E2,2.710000000E2
1.808551369E2,2.720000000E2
1.810551366E2,2.730000000E2
1.818551348E2,2.740000000E2
1.820551004E2,2.750000000E2
1.822551319E2,2.760000000E2
1.824550994E2,2.780000000E2
1.830550684E2,2.790000000E2
1.832550874E2,2.780000000E2
1.844550927E2,2.760000000E2
1.846550922E2,2.750000000E2
1.848550847E2,2.740000000E2
1.850550924E2,2.730000000E2
1.860550922E2,2.740000000E2
1.862550838E2,2.730000000E2
1.866550771E2,2.740000000E2
1.868550680E2,2.720000000E2
1.872550839E2,2.710000000E2
1.876550921E2,2.720000000E2
1.878550927E2,2.730000000E2
1.882550841E2,2.720000000E2
1.884551040E2,2.710000000E2
1.886550842E2,2.700000000E2
1.888550844E2,2.690000000E2
1.894550859E2,2.680000000E2
1.896550922E2,2.690000000E2
1.898550846E2,2.700000000E2
1.900550976E2,2.710000000E2
1.904550775E2,2.720000000E2
1.908551162E2,2.710000000E2
1.914551374E2,2.700000000E2
1.916551285E2,2.710000000E2
1.918551298E2,2.700000000E2
1.920551246E2,2.690000000E2
1.922551296E2,2.680000000E2
1.924551322E2,2.660000000E2
1.926551251E2,2.650000000E2
1.928551347E2,2.630000000E2
1.930551342E2,2.620000000E2
1.934550943E2,2.610000000E2
1.936552437E2,2.600000000E2
1.940550775E2,2.590000000E2
1.942550846E2,2.580000000E2
1.944550924E2,2.600000000E2
1.948551091E2,2.610000000E2
1.952550836E2,2.600000000E2
1.956550838E2,2.590000000E2
1.960550967E2,2.600000000E2
1.964550846E2,2.610000000E2
1.966550924E2,2.620000000E2
1.968550846E2,2.610000000E2
1.972550846E2,2.600000000E2
1.988550841E2,2.590000000E2
2.000550839E2,2.600000000E2
2.002550922E2,2.610000000E2
2.004550840E2,2.620000000E2
2.006550849E2,2.640000000E2
2.008550781E2,2.660000000E2
2.010550755E2,2.670000000E2
2.016550924E2,2.660000000E2
2.018550838E2,2.670000000E2
2.020550846E2,2.660000000E2
2.024550839E2,2.670000000E2
2.026550919E2,2.660000000E2
2.028550846E2,2.670000000E2
2.044550761E2,2.680000000E2
2.048550854E2,2.690000000E2
2.052550852E2,2.680000000E2
2.054550839E2,2.690000000E2
2.060550924E2,2.700000000E2
2.062550844E2,2.690000000E2
2.064550847E2,2.680000000E2
2.072550847E2,2.670000000E2
2.076550845E2,2.680000000E2
2.082550923E2,2.690000000E2
2.084550850E2,2.670000000E2
2.094550923E2,2.680000000E2
2.096550847E2,2.670000000E2
2.114550778E2,2.680000000E2
2.130550847E2,2.690000000E2
2.132550925E2,2.680000000E2
2.134550920E2,2.670000000E2
2.138550842E2,2.660000000E2
2.144550926E2,2.650000000E2
2.150550975E2,2.640000000E2
2.152550923E2,2.650000000E2
2.158550847E2,2.660000000E2
2.176550921E2,2.670000000E2
2.180550922E2,2.660000000E2
2.186550847E2,2.650000000E2
2.190550842E2,2.660000000E2
2.204550840E2,2.670000000E2
2.216550898E2,2.660000000E2
2.218550766E2,2.650000000E2
2.224550839E2,2.640000000E2
2.230550925E2,2.630000000E2
2.232550844E2,2.640000000E2
2.234550920E2,2.650000000E2
2.242550920E2,2.640000000E2
2.244550850E2,2.630000000E2
2.246550920E2,2.620000000E2
2.248550847E2,2.610000000E2
2.254550777E2,2.630000000E2
2.258550847E2,2.620000000E2
2.260550837E2,2.630000000E2
2.262550847E2,2.620000000E2
2.264550926E2,2.600000000E2
2.284550923E2,2.610000000E2
2.290550842E2,2.620000000E2
2.296568775E2,2.600000000E2
2.298550860E2,2.560000000E2
2.300550839E2,2.550000000E2
2.304550841E2,2.540000000E2
2.306550862E2,2.550000000E2
2.308550922E2,2.560000000E2
2.314550847E2,2.570000000E2
2.318550852E2,2.560000000E2
2.320550842E2,2.550000000E2
2.322550768E2,2.530000000E2
2.324550685E2,2.520000000E2
2.326550842E2,2.510000000E2
2.328550928E2,2.520000000E2
2.334550839E2,2.530000000E2
2.344551340E2,2.520000000E2
2.346551277E2,2.510000000E2
2.348551327E2,2.520000000E2
2.358550757E2,2.510000000E2
2.370550852E2,2.490000000E2
2.372550920E2,2.440000000E2
2.374550925E2,2.400000000E2
2.376550922E2,2.390000000E2
2.378550928E2,2.370000000E2
2.386550920E2,2.380000000E2
2.402550839E2,2.370000000E2
2.404550848E2,2.350000000E2
2.406550923E2,2.280000000E2
2.408550847E2,2.210000000E2
2.410550839E2,2.180000000E2
2.416550922E2,2.190000000E2
2.420550850E2,2.200000000E2
2.430950845E2,2.180000000E2
2.432950943E2,2.020000000E2
2.434950844E2,1.860000000E2
2.436950766E2,1.850000000E2
2.438950988E2,1.840000000E2
2.440951312E2,1.830000000E2
2.446950927E2,1.840000000E2
2.450950840E2,1.850000000E2
2.454950839E2,1.860000000E2
2.456950847E2,1.850000000E2
2.458950925E2,1.750000000E2
2.460950844E2,1.610000000E2
2.462950839E2,1.570000000E2
2.464950923E2,1.560000000E2
2.466950842E2,1.550000000E2
2.474950837E2,1.560000000E2
2.476950847E2,1.570000000E2
2.478950923E2,1.520000000E2
2.480950847E2,1.380000000E2
2.482950923E2,1.270000000E2
2.484950847E2,1.260000000E2
2.486950923E2,1.250000000E2
2.494950925E2,1.260000000E2
2.498950842E2,1.270000000E2
2.504950847E2,1.280000000E2
2.506950773E2,1.290000000E2
2.509350858E2,1.280000000E2
2.511350839E2,1.130000000E2
2.513350777E2,9.700000000E1
2.515350888E2,9.600000000E1
2.517350839E2,9.500000000E1
2.519351215E2,9.400000000E1
2.531351350E2,8.800000000E1
2.533351379E2,8.100000000E1
2.535351385E2,8.000000000E1
2.537351371E2,7.900000000E1
2.543350977E2,7.800000000E1
2.547350925E2,7.900000000E1
2.551350684E2,7.800000000E1
2.553350842E2,7.500000000E1
2.555350858E2,7.200000000E1
2.557350839E2,7.100000000E1
2.573350839E2,7.200000000E1
2.577350839E2,7.100000000E1
2.579350845E2,6.600000000E1
2.581350842E2,6.100000000E1
2.583350847E2,6.000000000E1
2.585350666E2,5.900000000E1
2.587350925E2,5.800000000E1
2.589350850E2,5.700000000E1
2.595350839E2,5.800000000E1
2.605350848E2,5.900000000E1
2.609350850E2,4.600000000E1
2.611350925E2,3.000000000E1
2.613350923E2,2.600000000E1
2.615350847E2,2.500000000E1
2.617350839E2,2.400000000E1
2.619350687E2,2.300000000E1
2.623350842E2,2.400000000E1
2.627350839E2,2.500000000E1
2.629350861E2,2.200000000E1
2.631350925E2,1.400000000E1
2.633350854E2,9.000000000E0
2.635350923E2,7.000000000E0
2.643350839E2,8.000000000E0
2.647350839E2,7.000000000E0
2.649350925E2,6.000000000E0
2.651350845E2,3.000000000E0
2.653350850E2,2.000000000E0
2.671351413E2,1.000000000E0
2.693350841E2,2.000000000E0
2.717350862E2,1.000000000E0
2.719350925E2,2.000000000E0
2.723350693E2,1.000000000E0
2.733350925E2,2.000000000E0
2.737350922E2,1.000000000E0
2.785350846E2,2.000000000E0
2.829350772E2,1.000000000E0
2.851351365E2,2.000000000E0
2.855351360E2,1.000000000E0
2.897350700E2,2.000000000E0
2.905350844E2,1.000000000E0
2.977350838E2,2.000000000E0
3.003350849E2,1.000000000E0
3.007350846E2,2.000000000E0
3.061350849E2,1.000000000E0
3.069350692E2,2.000000000E0
3.073350844E2,1.000000000E0
3.079350859E2,2.000000000E0
3.087350846E2,1.000000000E0
3.095350844E2,2.000000000E0
3.099350839E2,1.000000000E0
3.101350846E2,2.000000000E0
3.103350768E2,1.000000000E0
3.107350846E2,2.000000000E0
3.117351340E2,1.000000000E0
3.133350850E2,2.000000000E0
3.135350924E2,1.000000000E0
3.137350767E2,2.000000000E0
3.141350839E2,1.000000000E0
3.143350925E2,2.000000000E0
3.187350922E2,1.000000000E0
3.255350847E2,0.000000000E0
3.259350851E2,1.000000000E0
3.291350924E2,2.000000000E0
3.297350854E2,1.000000000E0
3.308550846E2,2.000000000E0
3.310550844E2,6.800000000E1
3.312550862E2,1.980000000E2
3.314550927E2,2.640000000E2
3.316550852E2,2.650000000E2
3.318550844E2,2.640000000E2
3.328550852E2,2.650000000E2
3.332550777E2,2.640000000E2
3.334550773E2,2.630000000E2
3.336550849E2,2.620000000E2
3.340551339E2,2.630000000E2
3.344551316E2,2.640000000E2
3.350551306E2,2.620000000E2
3.352551280E2,2.610000000E2
3.354551269E2,2.600000000E2
3.358551324E2,2.590000000E2
3.366555418E2,2.600000000E2
3.370550851E2,2.610000000E2
3.378550852E2,2.620000000E2
3.384550927E2,2.630000000E2
3.392550927E2,2.620000000E2
3.402550694E2,2.600000000E2
3.404550682E2,2.610000000E2
3.409750844E2,2.600000000E2
3.417950847E2,2.590000000E2
3.419950854E2,2.610000000E2
3.429950873E2,2.620000000E2
3.431950933E2,2.630000000E2
3.445951327E2,2.620000000E2
3.453951363E2,2.630000000E2
3.455951318E2,2.620000000E2
3.459950930E2,2.630000000E2
3.463950931E2,2.640000000E2
3.467950780E2,2.620000000E2
3.469950849E2,2.610000000E2
3.471950930E2,2.600000000E2
3.475950845E2,2.610000000E2
3.477950852E2,2.620000000E2
3.483950930E2,2.610000000E2
3.489950844E2,2.600000000E2
3.491950927E2,2.610000000E2
3.503350928E2,2.600000000E2
3.505350929E2,2.580000000E2
3.507350845E2,2.490000000E2
3.509350844E2,2.570000000E2
3.511350841E2,2.580000000E2
3.513350929E2,2.590000000E2
3.523350852E2,2.580000000E2
3.535350847E2,2.590000000E2
3.537350854E2,2.600000000E2
3.549350852E2,2.610000000E2
3.555350847E2,2.600000000E2
3.557350930E2,2.590000000E2
3.559350847E2,2.580000000E2
3.561350700E2,2.590000000E2
3.563350689E2,2.600000000E2
3.565350854E2,2.610000000E2
3.569351348E2,2.620000000E2
3.571351356E2,2.610000000E2
3.579351329E2,2.620000000E2
3.583351323E2,2.630000000E2
3.585351290E2,2.640000000E2
3.587351387E2,2.650000000E2
3.589351324E2,2.660000000E2
3.593350954E2,2.670000000E2
3.599350761E2,2.680000000E2
3.605351033E2,2.670000000E2
3.607350844E2,2.660000000E2
3.609350927E2,2.670000000E2
3.611350930E2,2.660000000E2
3.615350931E2,2.670000000E2
3.617350927E2,2.660000000E2
3.621350854E2,2.670000000E2
3.629350927E2,2.680000000E2
3.633350844E2,2.690000000E2
3.637351034E2,2.680000000E2
3.639350849E2,2.670000000E2
3.649350844E2,2.660000000E2
3.651350852E2,2.670000000E2
3.657350847E2,2.680000000E2
3.659350854E2,2.670000000E2
3.667350967E2,2.690000000E2
3.669354305E2,2.700000000E2
3.673350930E2,2.710000000E2
3.675350847E2,2.730000000E2
3.679350929E2,2.740000000E2
3.693350854E2,2.750000000E2
3.695350928E2,2.760000000E2
3.697350865E2,2.750000000E2
3.703350852E2,2.740000000E2
3.709350927E2,2.750000000E2
3.713350846E2,2.740000000E2
3.721350852E2,2.750000000E2
3.723350930E2,2.760000000E2
3.733350845E2,2.750000000E2
3.735350927E2,2.740000000E2
3.747350847E2,2.750000000E2
3.761350867E2,2.760000000E2
3.769350930E2,2.750000000E2
3.773350746E2,2.760000000E2
3.775350852E2,2.750000000E2
3.777350854E2,2.740000000E2
3.779351169E2,2.750000000E2
3.783351309E2,2.760000000E2
3.791351392E2,2.750000000E2
3.799351347E2,2.740000000E2
3.805350855E2,2.750000000E2
3.807350702E2,2.740000000E2
3.809350786E2,2.750000000E2
3.811350854E2,2.740000000E2
3.815350845E2,2.750000000E2
3.817350927E2,2.740000000E2
3.819350935E2,2.750000000E2
3.825350930E2,2.760000000E2
3.827350933E2,2.750000000E2
3.829350847E2,2.760000000E2
3.843350771E2,2.750000000E2
3.847350927E2,2.760000000E2
3.855350841E2,2.750000000E2
3.861350844E2,2.740000000E2
3.867350930E2,2.750000000E2
3.873350930E2,2.740000000E2
3.881350847E2,2.730000000E2
3.889350844E2,2.740000000E2
3.893350847E2,2.730000000E2
3.905350802E2,2.720000000E2
3.909350919E2,2.710000000E2
3.913350863E2,2.730000000E2
3.917350882E2,2.740000000E2
3.919350804E2,2.730000000E2
3.921350888E2,2.720000000E2
3.925350802E2,2.730000000E2
3.943350802E2,2.720000000E2
3.951350654E2,2.740000000E2
3.955350813E2,2.730000000E2
3.959350812E2,2.720000000E2
3.961350885E2,2.730000000E2
3.969350802E2,2.720000000E2
3.971350809E2,2.710000000E2
3.973350885E2,2.700000000E2
3.975350804E2,2.680000000E2
3.981350890E2,2.670000000E2
3.983350802E2,2.680000000E2
3.985350657E2,2.690000000E2
3.987350652E2,2.700000000E2
3.989350888E2,2.720000000E2
3.997350820E2,2.730000000E2
4.001350804E2,2.740000000E2
4.005351274E2,2.730000000E2
4.011350882E2,2.720000000E2
4.031350888E2,2.730000000E2
4.037350809E2,2.720000000E2
4.039350802E2,2.710000000E2
4.045350814E2,2.700000000E2
4.053350882E2,2.710000000E2
4.055350804E2,2.700000000E2
4.067350802E2,2.690000000E2
4.073350807E2,2.680000000E2
4.079350812E2,2.660000000E2
4.099351243E2,2.650000000E2
4.111350809E2,2.640000000E2
4.131350733E2,2.650000000E2
4.137350882E2,2.660000000E2
4.139350812E2,2.650000000E2
4.141350804E2,2.660000000E2
4.143350822E2,2.650000000E2
4.155350885E2,2.660000000E2
4.163350802E2,2.640000000E2
4.173350804E2,2.630000000E2
4.177350809E2,2.640000000E2
4.179350809E2,2.630000000E2
4.183350813E2,2.640000000E2
4.185350801E2,2.630000000E2
4.187350809E2,2.640000000E2
4.205350807E2,2.650000000E2
4.209350804E2,2.640000000E2
4.213350804E2,2.650000000E2
4.215350802E2,2.660000000E2
4.217350812E2,2.670000000E2
4.221350813E2,2.680000000E2
4.223350807E2,2.670000000E2
4.231350888E2,2.650000000E2
4.233350802E2,2.620000000E2
4.235350804E2,2.600000000E2
4.237350660E2,2.590000000E2
4.241350812E2,2.580000000E2
4.243351096E2,2.590000000E2
4.263351281E2,2.510000000E2
4.265351318E2,2.430000000E2
4.267350887E2,2.410000000E2
4.269350806E2,2.380000000E2
4.271350804E2,2.370000000E2
